gene,log2FC,p_value,q_value
ARHGAP9,-0.25045103,2.5773906082599765e-23,2.2512888110848814e-21
SYK,-0.21910976,2.7723455610076725e-23,2.3494453906844683e-21
PLCB2,-0.20254754,2.952735117185057e-23,2.460612597654214e-21
WDFY4,-0.27463302,4.0170971191442543e-23,3.292702556675618e-21
RGS10,-0.20879924,7.479136881202151e-23,6.0315620009694765e-21
PTGS1,-0.2424166,7.877584479988093e-23,6.2077942699287384e-21
CD37,-0.24952382,7.945976665508785e-23,6.2077942699287384e-21
KIAA1409,0.26282907,8.493104696662079e-23,6.53315745897083e-21
SUSD3,-0.36185005,9.292143348204449e-23,7.039502536518522e-21
FAM155A,0.23736301,9.838020104943109e-23,7.341806048465007e-21
FOXD1,-0.3739911,1.0502812991822042e-22,7.722656611633855e-21
CYP21A2,-0.35955524,1.0775199284231425e-22,7.767988693484307e-21
ABI3,-0.2317257,1.0875184170878028e-22,7.767988693484307e-21
CSF1R,-0.17538643,1.1847228359158647e-22,8.34311856278778e-21
PRR15,-0.6165608,1.2835536822743798e-22,8.913567238016527e-21
PDCD1LG2,-0.5479457,1.3877080668316217e-22,9.504849772819326e-21
PARVG,-0.23297136,1.765578467994974e-22,1.1929584243209283e-20
TREM2,-0.22815844,1.7987974554544267e-22,1.1991983036362845e-20
ANKRD55,0.7168081,1.9087401183955416e-22,1.2557500778918037e-20
SLC17A8,0.79687583,2.0448903167024257e-22,1.3189499963503089e-20
SPI1,-0.20657341,2.0575619943064819e-22,1.3189499963503089e-20
GPRIN1,0.1745489,2.3176472230389307e-22,1.4485295143993318e-20
BIN2,-0.23910782,2.2892027780425173e-22,1.4485295143993318e-20
S100A3,-0.8509041,2.392207741141192e-22,1.476671445148884e-20
HAR1B,0.76248896,2.434668228077228e-22,1.4845537976080657e-20
TBXAS1,-0.21546888,2.4921308812296236e-22,1.5012836633913394e-20
TAS1R1,-0.68731755,2.6643503438450647e-22,1.5859228237173007e-20
HAVCR2,-0.22072108,2.794459883734986e-22,1.6437999316088152e-20
ITGAL,-0.3236488,2.8595545514758467e-22,1.6625317159743293e-20
TNFAIP8L2,-0.2665877,3.8148019967445113e-22,2.192414940657765e-20
CYBB,-0.21814296,4.1792507337909907e-22,2.3745742805630627e-20
FAM190A,0.6638406,4.29357885458192e-22,2.4121229520123145e-20
CD53,-0.19477737,4.360720945252146e-22,2.4226227473623034e-20
FYB,-0.22844353,4.536437159627545e-22,2.4654549780584482e-20
ALOX5AP,-0.30306548,4.514740348381866e-22,2.4654549780584482e-20
TLR7,-0.2912133,4.808327692090568e-22,2.5851224151024562e-20
ALOX12B,0.8891267,4.891977723956833e-22,2.6021158106153363e-20
CEBPA,-0.21180202,5.0208661374937685e-22,2.6425611249967204e-20
HCLS1,-0.19704826,5.360195899015401e-22,2.70625564907092e-20
LOC285954,0.7328472,5.276036595720285e-22,2.70625564907092e-20
CSF3R,-0.22573432,5.343970185806646e-22,2.70625564907092e-20
CARD9,-0.29620022,5.199002671440607e-22,2.70625564907092e-20
C10orf11,-0.45509356,5.41251129814184e-22,2.70625564907092e-20
VAV1,-0.26098976,5.533370967958311e-22,2.7392925583952037e-20
SLC1A5,-0.22887208,6.292140064509862e-22,3.084382384563658e-20
IL18,-0.28426042,6.847169089506414e-22,3.323868490051657e-20
ARL11,-0.3396194,7.371819872128931e-22,3.5441441692927554e-20
CD33,-0.29446,7.5538476068093985e-22,3.5970702889568564e-20
PTPN6,-0.20148271,8.439675963681191e-22,3.980979228151505e-20
EVI2B,-0.24357145,8.628117311959942e-22,4.03183051960745e-20
TMEM119,-0.27665654,1.0838922240983811e-21,5.018019556011023e-20
EMP1,-0.22857238,1.1214266373879975e-21,5.144158887100906e-20
ADORA3,-0.21234709,1.2858177464675614e-21,5.783044482292506e-20
CD86,-0.24998514,1.3063785491335017e-21,5.783044482292506e-20
UNC80,0.18496718,1.3069680529981063e-21,5.783044482292506e-20
ELF4,-0.2890162,1.2917001620366926e-21,5.783044482292506e-20
HIP1R,0.14309263,1.3899893638193857e-21,6.0964445781552e-20
LAIR1,-0.23165311,1.4761447785431744e-21,6.418020776274671e-20
C1QC,-0.16609848,1.6425915152590552e-21,7.080135841633859e-20
TMEM106A,-0.29268226,1.699254975941122e-21,7.261773401457786e-20
CLEC18B,-0.44930217,1.8412371379560357e-21,7.801852279474728e-20
CYTH4,-0.21430817,1.9772089512409395e-21,8.307600635466131e-20
SLC7A7,-0.21755622,2.0174134687871528e-21,8.405889453279803e-20
LHX5,1.2506123,2.111289564934255e-21,8.724337045182873e-20
ZNF662,-0.32464603,2.1555499340151692e-21,8.834221041045775e-20
LILRA1,-0.5021311,2.3827193527073324e-21,9.6714096856802e-20
ZNF518B,-0.27516925,2.3985096020486894e-21,9.6714096856802e-20
TLR1,-0.27972808,2.684067507628142e-21,1.0736270030512567e-19
LILRB4,-0.22669818,2.7475362416749947e-21,1.0902921593948393e-19
IKZF1,-0.23954867,3.065741843109665e-21,1.2069849776022304e-19
DENND1C,-0.28372487,3.312398323826562e-21,1.293905595244751e-19
FCGR1A,-0.28233677,3.432513861523133e-21,1.3201976390473588e-19
ITGAM,-0.24255109,3.407429503319145e-21,1.3201976390473588e-19
SERPINA1,-0.2979067,3.539568870037992e-21,1.350980484747325e-19
TFEC,-0.30030155,3.801906059030321e-21,1.4292879921166621e-19
GAPT,-0.5841497,3.785944846494746e-21,1.4292879921166621e-19
GBP2,-0.28909102,3.875832793604835e-21,1.4462062662704606e-19
HCST,-0.30050772,3.98560935183727e-21,1.4761516117915815e-19
RUNX1,-0.28580365,4.2363859395311e-21,1.5574948307099634e-19
SLC2A5,-0.226892,4.303081444698511e-21,1.5704676805469017e-19
IL10RA,-0.2169654,4.457638779655944e-21,1.6150865143680958e-19
C1orf230,0.6333643,5.174106930300472e-21,1.8611895432735513e-19
LGALS9,-0.17877148,5.2715194274005e-21,1.8826855097858927e-19
CCDC18,-0.38949078,5.439283757471325e-21,1.9288240274721012e-19
ARHGAP15,-0.42519945,5.547124692872952e-21,1.9532129200256873e-19
SVOP,0.4579573,6.396966607440255e-21,2.2367016109930964e-19
PDIA5,-0.2688316,6.5659816272161e-21,2.279854731672257e-19
CLVS1,0.443713,6.62477645032122e-21,2.2844056725245584e-19
UNC93B1,-0.20162946,7.640594038732268e-21,2.616641794086393e-19
DOCK2,-0.2309688,7.821460150298193e-21,2.6603605953395217e-19
CYBA,-0.17718686,8.037294193963122e-21,2.715302092555109e-19
TRAF3IP3,-0.39714542,8.22435758493886e-21,2.7598515385700873e-19
ZFR2,0.5816405,8.400822268948208e-21,2.8002740896494026e-19
DHRS3,-0.17071325,9.008633021143951e-21,2.9829910666039573e-19
TMEM156,-0.37617987,9.269122163338356e-21,3.0490533432034063e-19
KCNQ1,-0.23445348,1.1203180761910349e-20,3.661170183630833e-19
AIF1,-0.19772848,1.19226439715542e-20,3.870988302452662e-19
KCNK13,-0.32711256,1.2566931781635446e-20,4.0354201463412006e-19
DOCK8,-0.21396664,1.2590510856584546e-20,4.0354201463412006e-19
SLC34A2,-1.1982596,1.281542975674647e-20,4.081347056288685e-19
HLA-DMA,-0.21190083,1.3690022723837e-20,4.3322856721003165e-19
PLD4,-0.25665882,1.4434505509186486e-20,4.539152675844806e-19
FCER1G,-0.21325576,1.529425735364477e-20,4.779455423013991e-19
LY86,-0.23391205,1.5748926911084933e-20,4.850167848769187e-19
C17orf60,-0.45523492,1.581154718698755e-20,4.850167848769187e-19
SPINT1,-0.3842261,1.5772212240983564e-20,4.850167848769187e-19
TYROBP,-0.18649994,1.741966029647627e-20,5.278684938326142e-19
CHRNB2,0.24408272,1.741505726220019e-20,5.278684938326142e-19
SIRPB2,-0.33094454,1.9402177241427994e-20,5.818380543661882e-19
CCDC64,0.39296353,1.9433391015830685e-20,5.818380543661882e-19
HCK,-0.20050374,2.0204079273622552e-20,6.013118831435284e-19
DAPP1,-0.4617947,2.065855143794203e-20,6.111997466846755e-19
RIPK3,-0.33388776,2.087946631686965e-20,6.141019504961661e-19
LOC400043,-0.30912206,2.1210102662846915e-20,6.201784404341203e-19
C1orf162,-0.256541,2.2120139038189538e-20,6.430272976217889e-19
IL12RB1,-0.38258445,2.3102256572110812e-20,6.676952766506015e-19
MCF2,0.39064157,2.3520323651769267e-20,6.758713693037146e-19
SRRM3,0.25259167,2.3761290713234358e-20,6.788940203781245e-19
KCNIP2,0.27365834,2.6935926192729153e-20,7.652251759298054e-19
PDE8A,-0.18454117,2.7439994903993596e-20,7.751410989828699e-19
SCIN,-0.35041037,2.811718176855892e-20,7.898084766449136e-19
C16orf54,-0.43046874,3.0089465100857865e-20,8.4048785197927e-19
C1QB,-0.17009681,3.064252766485977e-20,8.511813240238826e-19
LYL1,-0.23809803,3.153003907780598e-20,8.709955546355242e-19
MAP4K1,-0.28943685,3.238077145668672e-20,8.895816334254593e-19
NLRP3,-0.25097752,3.2872489281330857e-20,8.981554448451053e-19
ZBTB42,-0.26055992,3.3599340873335506e-20,9.13025567210204e-19
GPR132,-0.33889607,3.4462302887065005e-20,9.314135915422974e-19
ABCC8,0.3177129,4.0231161249911535e-20,1.0814828292986973e-18
CSF2RA,-0.23984727,4.684808566974063e-20,1.2526226114903912e-18
CIITA,-0.39918238,4.9340707353639057e-20,1.312252855149975e-18
CCDC146,-0.22022255,5.2940759536492734e-20,1.4005491940871093e-18
SAMSN1,-0.25752404,5.600730432489803e-20,1.4738764296025798e-18
C21orf88,-0.3965268,5.833236443212592e-20,1.5212760538944618e-18
F2RL1,-0.41526708,5.841700046954732e-20,1.5212760538944618e-18
FAM159A,-0.6206558,5.917969220082344e-20,1.5331526476897263e-18
RGR,0.43339556,6.003733447138072e-20,1.5473539812211525e-18
ID3,-0.16381565,7.425968625441272e-20,1.9040945193439157e-18
LPCAT2,-0.228614,7.588566516838594e-20,1.935858805315968e-18
